County,Turnout,State,Precincts,Votes,Republican,Democrat,Green,Libertarian,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino),African American,Native American,Asian American,Other Race,Latino,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,Sire Homogeneity,Median Age,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality
Moore,69.6,North Carolina,26,47746,63.4,33.82,0,2.78,11.6,88.4,29.8,10.3,77.3,26119.31,77.65,14,0.7,0.75,1.05,5.8,23.85,7.05,86263,49.5,12.5,0.444,19.6,33.05,22.45,22.4,1.05,10.15,10.85,0.62613175,44.7,3.6,3.1,0.08,42.2,0.335,0.154,0.285,0.113,293.2,175.6,0.183,0.088,225.03,7.12,79.7,7.9
Douglas,69.6,South Dakota,5,1605,83.36,13.33,0,2.55,25.9,74.1,16,3,72.7,22792.62,96.8,0.2,1.4,0.05,1,0.6,17.2,16.3,3026,18,10.45,0.405,10.45,43.3,15.55,15.3,5.3,8.15,12.3,0.93736025,47.7,2.7,3.2,,,0.129,0.126,0.293,0.097,,,0.159,0.034,12.13,,,
MIDDLESEX,69.7,Connecticut,34,88402,43.94,51.25,1.69,3.12,8,92,37,16.1,83.2,42239.17,87.05,4.35,0.1,2.3,1.8,4.35,8.75,4.45,164840,62.8,5.95,0.419,6.6,43.6,14.1,24.8,0.1,8,9.4,0.76240875,42.3,2.8,3.2,0.07,10.6,0.238,0.15,0.239,0.08,209,177.7,0.078,0.071,110.77,1.31,49.6,4.6
Boise,69.7,Idaho,7,3812,70.12,20.38,0.92,4.54,12.8,87.2,23.9,8.1,78.05,29129.06,92.75,0.1,0.5,0.5,2.15,3.9,10.9,9.85,7247,42.4,14.5,0.403,21.85,35.9,11.3,22.15,2.05,17.75,10.9,0.8622905,46.3,4.4,4.5,0.09,19.6,0.212,0.206,0.258,0.101,185.1,,0.193,0.086,98.79,,84.3,
Story,69.7,Iowa,44,48910,39.07,51.29,0.97,6.06,4.7,95.3,47.2,19.3,84.5,17362.73,87.9,2.25,0.1,5.8,1.45,2.55,11.75,6.15,87161,49.1,19.3,0.453,9.7,42.85,17.15,23.15,1.4,5.85,9.6,0.77737275,26.4,2.2,2.2,0.06,8.6,0.205,0.107,0.251,0.056,321.2,44.7,0.099,0.039,279.45,,35.8,4
Ascension,69.7,Louisiana,74,54663,66.11,30.13,0.59,2.16,13.4,86.6,21.9,6.3,78.1,34937.96,72,21.45,0.25,0.85,1.05,4.35,20.4,10,102843,55.2,11.15,0.409,16.4,33.25,12.75,26.9,0.25,13.4,13.45,0.56649125,34.2,3.6,3.2,0.09,40.8,0.292,0.194,0.345,0.104,333.7,178.3,0.152,0.057,390.13,5.52,64.5,7.2
Fillmore,69.7,Minnesota,37,10976,57.13,35.28,0.94,3.73,13.3,86.7,19.3,5.6,73.9,27488.52,97.8,0.2,0.25,0.25,0.6,0.9,18.7,12.85,20916,45.5,12.1,0.412,15.5,32.85,16.6,20.3,3.2,11.7,15.35,0.9566175,42.6,2.6,1.6,0.05,19.8,0.21,0.164,0.272,0.079,110.2,28.5,0.122,0.055,31.16,,85.8,
Kandiyohi,69.7,Minnesota,48,21648,59.06,33.56,0.76,4.28,11.9,88.1,21,5.9,74.75,25609.82,86.65,1.5,0.25,0.5,0.75,10.4,19.15,7.55,41594,41.5,10.85,0.441,15.9,33.3,17.85,21.85,2.45,8.65,16,0.76195075,39.2,3.1,1.9,0.06,40.9,0.326,0.217,0.291,0.076,213.4,45.6,0.111,0.051,183.25,,58.8,
Wibaux,69.7,Montana,1,534,86.14,10.3,0,3.37,24.9,75.1,15.9,2.9,72.85,20281.99,95.15,0.4,1.6,0.25,1.25,1.4,35.4,15.2,969,0,15.55,0.417,27.45,36,28.45,8.4,3.3,10.6,13.25,0.90598275,48.4,,,,,0.167,,0.283,0.095,,,0.249,0.028,0,,,
Sherman,69.7,Oregon,5,983,73.86,20.55,1.12,4.48,10,90,15.4,5.6,67.45,24725.25,91.4,0.05,0.7,0.1,1.2,6.55,50.65,8.35,1772,32.9,20.5,0.397,35.45,38.75,16.15,17.25,2.75,12.9,12.15,0.8398805,45.3,,,,,0.374,,0.259,0.102,291,,0.18,0.084,0,,,
Oldham,69.7,Texas,8,945,89.95,8.25,0.32,1.48,17.7,82.3,29.8,9.1,86.8,26239.88,82.1,2.95,0.45,0.7,2.2,11.55,29,14.4,2070,26.8,16,0.416,25.5,37.8,25.7,15.7,8.6,7.95,4.2,0.68880475,34.9,,,,,0.196,,0.304,0.107,,,0.205,0.044,48.41,,,
Greene,69.7,Virginia,6,9503,62.54,30.76,0.69,4.26,20.5,79.5,20,7.3,72,30419.55,86.9,7.05,0.1,0.8,1.7,3.45,12.15,14.3,18146,20.7,7.9,0.388,7.65,29.8,21.05,26.95,0.2,12.75,9.3,0.7616755,38.7,1.8,,0.08,37,0.236,,0.299,0.097,273.3,92.1,0.179,0.049,187.81,,67.5,
Leon,69.8,Florida,153,151925,35.4,60.51,0.9,2.89,9.4,90.6,41.3,17.3,82.85,24420.75,59.75,30.4,0.25,2.7,1.8,5.05,24.4,6.45,268255,62.8,21.75,0.488,19.65,43.45,17.45,26.4,0.2,6.7,5.85,0.45303175,29.3,2.8,3.2,0.1,18.1,0.395,0.151,0.282,0.089,1030.3,405.7,0.188,0.072,752.68,3.86,44.5,9.7
Hendricks,69.8,Indiana,104,75258,64.21,30.02,0,5.76,6.6,93.4,31.2,9.6,80.7,36228.51,89.7,4.4,0.2,1.8,1.35,2.6,8.45,5.3,139698,44.3,5.6,0.37,7.2,37.1,12.05,27.6,0.2,10.05,13,0.80773125,36.5,2.5,2.7,0.07,21.7,0.208,0.181,0.318,0.09,168.9,135.2,0.108,0.066,156.02,1.47,40.6,5.5
Chambers,69.8,Texas,14,16661,79.7,17.64,0.35,2.31,15.2,84.8,16.2,4.5,77.7,36524.15,70.75,9.7,0.35,0.55,0.9,17.7,15.25,14.1,32147,30.9,10.75,0.384,13.05,29.75,13.7,20.95,0.9,17.65,17.05,0.54141775,35.8,,,0.07,39.2,0.194,,0.302,0.092,53.4,55.3,0.193,0.077,261.18,6.83,81,
Geauga,69.9,Ohio,78,48736,60.69,35.22,0.65,2.98,10.2,89.8,34,12.8,78.55,33029.59,96.15,1.4,0.1,0.55,0.9,1,11.45,6.8,95766,44.8,7.45,0.449,10.8,37.65,14.6,24.75,0.55,11.05,11.35,0.9248905,42.1,2.8,3.1,0.06,10.5,0.157,0.17,0.275,0.098,88,26.8,0.125,0.06,36.53,,44.4,5.6
Craig,69.9,Virginia,8,2784,76.83,19.43,0.72,1.94,16.6,83.4,13.6,5.2,74.6,27748.23,98.3,0.05,0.05,0.1,0.85,0.6,3.35,10.95,5122,50,8.35,0.327,9.55,26.4,16.15,25.3,0.9,7.85,23.45,0.96639875,43.2,4.6,,0.07,31.4,0.218,,0.3,0.101,98.1,,0.156,0.068,57.89,,85.1,
Brown,69.9,Wisconsin,97,127497,52.7,41.85,1.08,3.91,10,90,25.6,7.3,76.5,30113.82,85,1.9,2.25,2.6,1.65,6.65,17.9,7.1,245444,40.1,10.3,0.429,13.7,32.1,16,26.55,0.8,7.85,16.7,0.72873775,36,3.9,3.2,0.07,31.5,0.298,0.187,0.293,0.085,455.8,77.5,0.113,0.063,201.74,2,50.1,6.1
Winnebago,70,Iowa,11,5717,60.12,33.58,0.59,3.81,10.1,89.9,19.3,5.5,78.7,24443.41,94.75,0.6,0.1,0.75,0.75,3.05,12.7,10.3,10850,35,10.15,0.405,11.2,28.85,14.45,21.8,0.75,9,25.1,0.898836,43.5,1.9,,0.08,27.2,0.183,0.096,0.287,0.099,176.1,,0.102,0.058,104.34,,69.3,
ESSEX,70,Massachusetts,240,376140,36,58.5,1.23,4.28,11.8,88.2,36.1,14.4,81,36296.42,77.45,2.6,0.1,3.05,1.4,15.35,13.7,9.5,739024,58.9,10.05,0.471,13.4,40.35,16.15,25.45,0.3,7.3,10.5,0.62521575,40,3,3.2,0.08,23.3,0.32,0.141,0.235,0.09,329.7,235,0.054,0.071,359.81,2.12,44.8,4.6
Hemphill,70,Texas,9,1687,86.54,10.73,0.12,2.61,19.3,80.7,16.3,4.6,72.85,32160.53,75.75,0.05,0.4,0.25,1.65,21.9,38.2,7.7,3585,43.3,15.5,0.429,26.5,31.3,11.9,18.55,1.1,15.85,21.4,0.622062,41.8,,,0.07,57.6,0.254,,0.303,0.096,302.3,,0.249,0.023,429.07,,,
Marengo,70.1,Alabama,24,10948,47.72,51.21,0.12,0.95,20.3,79.7,17.9,5.6,76.6,21394.02,46,52.15,0.1,0.15,0.6,1.05,33.9,17.55,21118,72.7,24.7,0.484,32.5,26.35,15.55,21.55,3.8,11.25,21.5,0.48371175,40.1,4.8,4.5,0.12,49.1,0.458,0.168,0.416,0.174,724.9,128.4,0.177,0.094,449.4,6.67,68.5,10.5
Palm Beach,70.1,Florida,870,657235,41.2,56.51,0.56,1.56,13.2,86.8,31.8,11.7,77.55,30277.82,61.8,16.15,0.2,2.25,1.55,18.1,21.05,7.75,1294367,57.9,11.85,0.505,17.8,34.2,20.25,27.9,0.8,9.7,7.1,0.44151775,43.1,3.3,3.4,0.09,32.2,0.373,0.141,0.224,0.095,272.8,672.8,0.254,0.088,550.49,7.13,73.8,6.6
Ringgold,70.1,Iowa,8,2684,67.81,28.06,0.3,2.68,9.7,90.3,20.8,6.2,76.95,24542.55,97.75,0.15,0.25,0.45,0.25,1.15,26.6,12.5,5096,45.4,12.5,0.403,19.95,36.8,15.75,16.5,5.95,10.5,14.45,0.9556735,45.1,,,0.06,33.3,0.209,,0.3,0.101,78.1,,0.136,0.048,,,,
Aitkin,70.1,Minnesota,54,9185,60.05,34.12,0.73,2.86,11.9,88.1,14.4,4,71.7,22444.33,95.1,0.25,2.15,0.2,1.35,0.9,30.6,9.05,16036,45.3,13.7,0.406,22.45,26.6,21.2,21,1.9,14,15.35,0.90513675,50.7,3,3.3,0.06,27.4,0.371,0.144,0.274,0.101,80.1,,0.135,0.077,138.6,,78.4,
Broadwater,70.1,Montana,5,3102,75.08,18.25,1.19,5.32,10.2,89.8,15.2,2.8,84.25,20760.07,95.55,0.3,0.7,0.1,2.05,1.3,17.3,6.15,5107,7.3,11.75,0.363,14.3,30.25,18.75,15.65,8,12.05,15.3,0.9136285,42.6,3.9,2.2,0.08,31.2,0.148,0.11,0.295,0.078,69.5,,0.231,0.082,256.01,,102.2,
Stonewall,70.1,Texas,5,701,79.17,19.26,0.14,1.43,14.5,85.5,22.4,7.4,72.85,25039.61,82.9,4.15,0.3,0.45,1,11.25,0,6.35,1435,68.2,13.25,0.413,16.7,44.3,12.75,18.6,4.15,11.2,9,0.70174875,46.1,,,,36.5,0.156,,0.287,0.118,,,0.268,0.039,180.63,,,
Lancaster,70.1,Virginia,7,6599,53.34,43.37,0.53,2.14,17.7,82.3,27.7,8.6,76.55,27168.67,70.3,27.65,0.05,0.55,0.65,0.8,25.15,6.9,11399,47.2,11.05,0.439,22.7,30.25,22.45,22.15,0.8,14.4,9.95,0.570798,53.4,3,,0.12,38.6,0.566,,0.317,0.14,452,193.7,0.173,0.082,116.24,,97.6,
Iron,70.1,Wisconsin,19,3477,60.11,36.61,0.89,2.07,11.2,88.8,17.9,6.3,72.4,22730.1,97.35,0.05,0.55,0.15,0.95,1,18.25,13.1,6091,46.1,14.95,0.408,27,25.15,20.4,23.35,1.5,14.7,14.9,0.94792525,49.9,3.2,2.4,,14.6,0.324,0.194,0.293,0.117,84.8,,0.123,0.116,311.39,,85.6,
Piatt,70.2,Illinois,16,8899,63.19,29.59,0.97,6.26,10.2,89.8,22.9,7.4,81.9,30073.45,97.15,0.45,0.1,0.3,0.95,1,19.1,3.7,16614,54.4,7.45,0.384,10.85,34.55,16.7,19.2,0.95,10.95,17.7,0.94403275,42.4,,,0.07,22.6,0.171,,0.301,0.103,203.9,42.1,0.099,0.078,218.56,,53.9,
McLeod,70.2,Minnesota,28,18684,65.06,26.64,0.72,4.59,10.6,89.4,18.3,5,76.9,30883.18,92.8,0.45,0.2,0.75,0.8,5,11,8,36765,45.9,7.2,0.395,9.45,33.1,14.4,21.3,1.4,8.9,20.95,0.8638285,38.6,2.1,2.3,0.05,28.6,0.238,0.135,0.319,0.078,120.8,16.5,0.095,0.069,135.03,,67.4,
Morrison,70.2,Minnesota,48,17534,73.71,20.74,0.83,2.52,13.4,86.6,14.5,4.5,72.3,26177.72,97.15,0.2,0.25,0.35,1,1.05,18,17.55,32957,32.8,13,0.407,15.5,26.6,16.75,20.85,2.25,12.65,20.9,0.944045,40.1,3.7,3.9,0.07,26.9,0.248,0.209,0.278,0.083,129.4,21.2,0.118,0.072,79.21,,67.7,7.2
Sibley,70.2,Minnesota,25,7727,67.21,25.29,0.83,3.77,13.5,86.5,13.4,2.8,75,27697.82,90.85,0.2,0.1,0.55,1.05,7.25,15.95,10.1,15113,44.6,9.7,0.383,13.95,28.25,14.45,21.35,1.9,10.4,23.6,0.830774,40,2.7,,0.06,30.9,0.27,,0.291,0.082,112.1,,0.117,0.048,0,,57.8,
Washoe,70.2,Nevada,456,209282,45.17,46.36,0,4.42,13.6,86.4,26.7,9.7,74.6,30581.89,66.85,2.2,1.5,5.1,2.9,21.5,19.75,6.4,412951,34.3,12.2,0.456,16.5,31.8,19.65,27.15,0.3,10.3,10.8,0.49726825,36.6,3.6,3.5,0.08,41.2,0.331,0.183,0.225,0.069,350,237.4,0.244,0.109,438.98,5.21,72.9,5.5
Mora,70.2,New Mexico,11,2434,27.2,62.98,1.44,7.93,14.9,85.1,15.4,9.4,81.4,25616.16,15.9,0.1,0.6,0.1,0.15,83.1,20.3,20.1,4950,24.5,12.45,0.456,10.2,30.1,12.7,29.8,3.05,17.85,6.45,0.71588225,44.2,4.7,4.1,0.11,40.6,0.241,0.171,0.234,0.098,523.8,,0.235,0.13,73.1,,117.9,
Kidder,70.2,North Dakota,6,1358,81.44,13.18,0.52,4.64,21.5,78.5,16,3.8,78.55,23010.12,97.2,0.1,0.25,0.45,0.15,1.8,16.65,24.9,2366,12.8,19.35,0.461,32.35,46.35,14,13,7.15,8.45,11.2,0.94513775,47.5,1.7,2.3,,25.1,0.219,0.15,0.33,0.098,,,0.164,0.062,83.61,,,
Spotsylvania,70.2,Virginia,27,62083,55.76,38.99,0.72,3.08,11.5,88.5,29.9,10.9,79.7,38810.65,73.1,14.75,0.3,2.25,2.7,7,13.25,6.6,120454,44.8,7.3,0.378,9.75,39.4,16.4,25.6,0.25,10.35,8,0.5622615,35.7,3.7,2.9,0.07,29.6,0.276,0.164,0.298,0.1,328.2,107.4,0.135,0.05,214.61,2.3,47.8,7.5
Arapahoe,70.3,Colorado,395,281658,38.93,52.68,1.21,5.14,9.6,90.4,37.9,13.1,75.05,33655.73,64.95,9.4,0.45,4.7,2.85,17.6,20.55,9.55,558080,43.9,11.4,0.463,16.05,38.7,15.85,27.95,0.2,8.95,8.4,0.46470375,35.5,2.8,3.2,0.1,34.7,0.299,0.154,0.207,0.06,555.8,222.3,0.177,0.078,342.01,4.13,58,6.1
West Baton Rouge,70.3,Louisiana,28,12710,54.49,42.34,0.57,1.62,19.1,80.9,16.5,4.1,77.3,28291.75,59.65,36.25,0.1,0.2,1.5,2.3,23.95,14.1,23055,65.8,15.3,0.421,21.95,26.8,18.65,25.05,0.45,11.55,17.35,0.4879775,35.4,3.7,3.9,0.12,44.9,0.4,0.205,0.328,0.13,385.7,508.1,0.177,0.068,403.67,9.99,70.5,15.8
Murray,70.3,Minnesota,29,4642,64.07,27.9,0.47,4.37,12.2,87.8,15,3.7,76,26002.62,95.7,0.1,0.3,0.55,0.75,2.6,21.5,9.4,8627,44.6,9.05,0.402,13.65,35.95,14.7,20.4,3.05,12,13.85,0.9166215,46.9,4.1,,0.06,28.3,0.241,,0.318,0.091,69.5,,0.112,0.043,27.09,,61.5,
Blaine,70.3,Nebraska,11,313,87.22,9.58,0,3.19,4.3,95.7,19.8,3.1,63.15,18840.02,98.2,0.1,0,0,1.7,0,7.15,2.85,474,42.9,10,0.337,19.8,43.75,11.65,9.2,15.3,9.2,10.9,0.964614,48.4,1.7,,,,0.342,,0.313,0.091,,,0.232,0.049,,,,
STRAFFORD,70.3,New Hampshire,27,67984,42.76,51.33,1.02,4.79,10.5,89.5,30,10.9,78.4,28998.89,93.35,0.85,0.2,2.25,1.65,1.65,16.55,8.1,122399,42.4,11.55,0.424,12.4,35.65,18,26.1,0.3,7.8,12.15,0.87254925,36.5,3.8,3.7,0.07,15.7,0.28,0.185,0.301,0.09,314.9,86.8,0.142,0.055,193.32,1.18,48.5,6.2
Grant,70.3,Oregon,5,4171,76.41,17.55,1.13,4.91,9.9,90.1,17.2,5.5,73,24084.16,93.25,0.1,1.55,0.2,2.1,2.75,20.05,11.4,7186,52.6,14.4,0.436,17.45,30.25,20.05,22.8,5.05,8.3,13.55,0.87099875,48.7,2.9,,0.06,29.2,0.273,0.256,0.243,0.103,148.4,,0.192,0.134,18.37,,114.3,
Lincoln,70.3,Washington,4,5692,71.94,21.75,0.88,4.39,8.7,91.3,20.3,6.3,76.5,26165.3,93,0.25,2,0.2,2.1,2.5,15.15,5.85,10406,46.7,12.35,0.41,22.65,36.85,18.85,21.55,2.95,10.2,9.6,0.86637625,46.7,3.8,3.4,0.06,26.2,0.212,0.17,0.317,0.107,105,,0.164,0.077,110.31,,74,
Burnett,70.3,Wisconsin,24,8719,62.07,33.81,0.77,2.63,12,88,16,5.1,76.1,23169.2,91.45,0.55,4.4,0.35,2,1.25,27.6,11.45,15784,45.9,17.8,0.435,28.25,26.65,18.85,22.7,0.9,12.35,18.6,0.838845,48.4,2.6,2.4,0.07,33.1,0.376,0.147,0.305,0.106,154.8,44.3,0.143,0.08,169.41,,82.5,
Huerfano,70.4,Colorado,11,3772,49.71,43.24,1.27,3.98,14.9,85.1,27.2,8.8,76.15,20768.16,59.75,1.2,0.75,0.4,2.9,35,30.1,11,7212,29.4,18.75,0.517,28.7,34.2,25.05,19.3,3.5,11.65,6.3,0.4805635,49.7,,6.4,0.14,50.1,0.406,0.309,0.209,0.083,429.4,154.1,0.201,0.122,192.63,,149.5,
Seminole,70.4,Florida,80,224377,48.7,47.07,0.88,3.03,9.3,90.7,33.6,11.1,81,32301.99,67.5,10.35,0.2,3.6,2.15,16.15,14.2,8.55,415706,56.1,9.6,0.443,11.7,40.3,14.45,30.5,0.2,8.15,6.5,0.49418175,37.7,2.9,3,0.08,23.9,0.306,0.183,0.249,0.107,352.2,256,0.201,0.078,379.8,4.54,48.9,6.4
Morgan,70.4,Georgia,7,9435,69.52,28.17,0,2.31,21.1,78.9,23.8,8.6,82.4,25928.86,71.65,24,0.25,0.65,1.15,2.3,22.05,14,17994,65,15,0.529,18.15,36.15,14.15,22.2,2.8,12.2,12.6,0.571682,40.6,,,0.09,37.8,0.263,0.15,0.315,0.136,356.3,131.4,0.208,0.08,148.87,,55.2,
Bremer,70.4,Iowa,14,13350,53.93,40.07,0.61,4.07,6.4,93.6,26.5,7.5,83.65,29465.89,96.9,0.5,0.05,0.7,0.9,0.9,7.4,7.2,23890,39.5,8.05,0.402,6.85,35.85,15.3,23.75,1.1,8.4,15.6,0.93919725,38.8,2.7,2.7,0.08,11.5,0.201,0.136,0.281,0.091,173,24.3,0.076,0.039,359.22,,38,
Stafford,70.4,Virginia,28,65350,51.78,42.66,0.75,3.27,8.5,91.5,35.4,14.2,77.3,42914.31,68.95,16.45,0.35,2.65,3.05,8.6,6.65,5.1,124698,43.1,4.1,0.354,4.85,44,14.25,24.4,0.1,10.4,6.9,0.51151125,34.2,3.2,3.6,0.07,22.5,0.213,0.169,0.317,0.078,308,111.5,0.107,0.049,145.08,3.28,40.3,6.8
Guilford,70.5,North Carolina,165,252087,38.66,58.69,0,2.65,13.1,86.9,32.4,10.4,78.5,27857.93,56.2,31.35,0.45,3.6,1.8,6.5,25.5,8.25,476223,46.3,15.65,0.474,21.6,35.05,15.6,27.85,0.15,8.25,13.15,0.4199915,36.2,2.7,3.1,0.1,32.4,0.401,0.167,0.274,0.101,1028.3,461.9,0.188,0.098,504.57,7.19,60,9.4
Blanco,70.5,Texas,7,5669,74.3,21.94,0.58,3.18,11.7,88.3,25.4,7.9,75.35,25400.76,78.6,1.55,0.2,0.25,0.7,18.65,26.6,6.95,9767,40.6,11.6,0.44,13.65,35.9,14.8,22.5,1.7,18.15,6.9,0.65287775,45.2,,,0.07,37.1,0.263,,0.294,0.112,217,69.8,0.285,0.055,207.38,,99.2,
Amelia,70.5,Virginia,6,7035,66.87,30.56,0.16,1.83,22,78,13.1,4.4,65.2,29043.92,73.45,22.5,0.2,0.25,0.95,2.6,19.2,9.8,12635,8.1,11.95,0.404,13.2,25.3,13.55,23.45,2.6,20.45,14.65,0.59089175,41.5,3,4.3,0.06,40.2,0.258,0.2,0.327,0.112,335.8,64,0.197,0.057,134.91,,87.9,
Rio Blanco,70.6,Colorado,5,3436,80.97,12.6,0.47,3.41,8.2,91.8,22.7,5,65.15,31720.51,87.7,0.35,0.35,0.15,2.55,8.85,10.55,5.25,6424,15.2,4.9,0.379,5.5,34.1,12.7,17.2,3,18.55,14.4,0.77763825,37.6,3.1,3.3,0.08,43.5,0.174,0.145,0.211,0.061,265.4,,0.183,0.06,277.2,,110.7,
Marion,70.6,Iowa,18,17554,62.32,31.16,0.42,4,8.6,91.4,24,7.3,80.55,27009.61,95.9,0.5,0.15,1.1,0.85,1.4,13.05,5.65,32979,51.9,7.9,0.397,8.6,31.55,16.3,23.65,0.7,8.45,19.3,0.9200975,38.7,2.9,2,0.07,22.8,0.195,0.183,0.298,0.082,180,36.3,0.08,0.051,229.24,,53.9,
Lake of the Woods,70.6,Minnesota,17,2230,69.06,24.8,0.72,3,10.4,89.6,18.6,3.8,82.75,26054.07,95.55,0.25,1.05,0.45,2.15,0.6,31.9,5.6,4056,60.9,15.65,0.447,29.75,21.3,18.65,25.35,1.05,9.9,23.7,0.91361525,48.1,,,,17,0.182,,0.281,0.089,124.8,,0.138,0.061,74.62,,,
GRAFTON,70.6,New Hampshire,41,50115,37.93,56.89,1.15,3.92,9.1,90.9,35.3,15.7,81.3,27204.76,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372,39.4,9.65,0.438,9.85,38.25,17.95,22.85,0.5,9.8,10.6,0.86981325,40.4,3.2,3.4,0.07,14,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044,166.72,1.63,55,5.2
Somerset,70.6,New Jersey,265,154249,41.91,54.35,0.99,2.39,7.3,92.7,49.8,21.8,85.2,49498.28,64.3,8.35,0.1,13.15,1.6,12.5,4.35,4.8,322078,69.8,3.5,0.445,3.85,50.9,10.8,24.45,0.1,6.45,7.25,0.4535955,39.7,2.5,2.5,0.08,11,0.161,0.093,0.211,0.074,162.2,207.3,0.098,0.074,79.97,1.62,28.1,2.8
McLean,70.6,North Dakota,3,5206,73.51,20.55,0.56,4.78,14.2,85.8,17.4,3.1,74.25,27935.29,90.7,0.15,6.9,0.05,1,1.15,19,14,8661,30.1,9.65,0.402,13.3,36.8,15.65,19,3.75,14,10.85,0.82764475,49.4,2.7,2.7,0.05,16.3,0.162,0.188,0.315,0.106,88.2,,0.129,0.044,60.65,,99.4,
Mercer,70.6,Ohio,36,21315,80.69,15.65,0.51,2.59,11.7,88.3,15.4,6.2,78.35,27581.76,96.8,0.2,0.2,0.4,0.9,1.5,13.65,7.8,40787,34.8,8.15,0.387,8.7,26.35,14,20.9,1.85,8.8,28.15,0.937354,38.5,2.3,2.6,0.05,25.7,0.178,0.149,0.291,0.111,169,23.8,0.133,0.044,88.92,,52.7,
Wahkiakum,70.6,Washington,2,2333,56.92,35.32,2.14,4.71,7.6,92.4,15.3,4.6,81.5,21954.83,92.85,0.1,1.15,0.4,2.8,2.75,9.05,11.85,3976,51.4,10.6,0.386,10.65,26.9,13.75,27.7,6.85,12.35,12.4,0.86380175,51.1,4.4,4.3,,29.5,0.271,0.153,0.308,0.123,150.3,,0.173,0.122,131.04,,,
Benton,70.7,Iowa,20,13690,60.09,34.13,0.63,3.94,7.4,92.6,17.8,4.3,84.2,30373.87,97.45,0.45,0.1,0.2,0.9,0.95,13.9,5.35,26352,52.5,7.6,0.378,10.4,28.55,14.75,22.8,1.9,12.95,19.15,0.94984675,40,2.5,2.1,0.07,19.1,0.235,0.223,0.297,0.09,172.5,,0.092,0.053,83.06,,58.2,
Franklin,70.7,Mississippi,14,4219,63.64,34.87,0.33,0.5,21.6,78.4,13.2,1.8,76.5,24918.76,62.9,36.15,0.15,0.2,0.3,0.35,35.9,9.25,8202,57.6,23.45,0.555,40.2,28.2,10.55,20.25,1.15,21.5,18.35,0.52635075,40.7,5.1,4.8,0.14,57.9,0.324,0.27,0.411,0.143,586.3,134.3,0.217,0.101,203.5,,73.8,
St. Tammany,70.8,Louisiana,158,124389,73.09,22.28,0.82,2.74,12,88,30.1,9.5,80.85,32700.78,81.2,11.3,0.35,1.25,1.7,4.15,13.1,9.15,229636,64.3,9.85,0.441,12.3,39.2,14.45,27.35,0.4,10.8,7.85,0.67429275,38.8,3.4,3.6,0.08,30.5,0.285,0.204,0.29,0.104,280.4,134.6,0.161,0.052,221.74,4.39,79.7,7.1
Kent,70.8,Michigan,250,306270,48.31,45.24,1.3,4.65,11.7,88.3,29.9,10,78,27351.98,77,9.05,0.3,2.2,2.1,9.4,22.15,6.95,602217,46.4,13.7,0.441,18.95,33.3,16.2,26.05,0.75,7.1,16.65,0.61086025,34,3.4,3.2,0.08,37.5,0.318,0.176,0.307,0.095,595.1,154.6,0.128,0.065,416.94,3.45,53.6,7.8
HILLSBOROUGH,70.8,New Hampshire,50,210844,47.43,47.23,0.83,4.4,9.5,90.5,34.5,12.1,79.2,35934.95,88.1,1.85,0.2,3.1,1.6,5.1,13.75,6,401648,49.3,7.3,0.412,10.15,40.2,13.9,25.9,0.2,8.5,11.35,0.78032525,38.5,3.1,3.1,0.07,20.1,0.282,0.16,0.269,0.09,277.1,147.1,0.116,0.057,242.89,1.43,45.8,4.7
Yancey,70.8,North Carolina,11,9808,64.92,32.43,0,2.65,22.1,77.9,15.2,5.1,75.8,22082.2,93.2,0.5,0.35,0.45,0.65,4.9,16.75,17.35,18077,45.8,18.05,0.411,24.1,21.6,22.25,19.9,2.15,15.45,18.7,0.87112475,44.2,5.5,4.1,0.08,40.2,0.178,0.214,0.287,0.109,152.5,62.6,0.228,0.111,110.14,,92.7,
Okaloosa,70.9,Florida,52,100657,71.32,23.56,0.6,4.13,9.3,90.7,26.8,10,68.7,27556.86,77.6,9.2,0.55,2.95,3.35,6.35,19.45,6.6,180888,47.5,10.5,0.43,16.55,35.2,20.3,25.1,0.4,11.25,7.7,0.616695,37.6,4.5,3.2,0.08,42.6,0.35,0.216,0.285,0.096,439.3,221.2,0.191,0.062,363.21,3.05,70,7.2
